ENSMUSG00000000149|ENSMUSG00000000149.11|ENSMUSP00000000153|ENSMUSP00000000153.5,0.37978469687963595
ENSMUSG00000074657|ENSMUSG00000074657.6|ENSMUSP00000096775|ENSMUSP00000096775.4,0.3218758252020479
ENSMUSG00000033577|ENSMUSG00000033577.19|ENSMUSP00000075501|ENSMUSP00000075501.4,0.27870536011320246
ENSMUSG00000069259|ENSMUSG00000069259.11|ENSMUSP00000089269|ENSMUSP00000089269.3,0.2991855378705245
ENSMUSG00000079038|ENSMUSG00000079038.4|ENSMUSP00000077378|ENSMUSP00000077378.7,0.3509819022313249
ENSMUSG00000070815|ENSMUSG00000070815.4|ENSMUSP00000092422|ENSMUSP00000092422.2,0.2822976127180911
ENSMUSG00000067049|ENSMUSG00000067049.9|ENSMUSP00000082032|ENSMUSP00000082032.6,0.3041573398744592
ENSMUSG00000037017|ENSMUSG00000037017.16|ENSMUSP00000079557|ENSMUSP00000079557.4,0.28949896440463624
ENSMUSG00000069706|ENSMUSG00000069706.4|ENSMUSP00000090329|ENSMUSP00000090329.3,0.2963359620086237
ENSMUSG00000034930|ENSMUSG00000034930.17|ENSMUSP00000085249|ENSMUSP00000085249.5,0.28772878250134015
ENSMUSG00000024758|ENSMUSG00000024758.16|ENSMUSP00000085494|ENSMUSP00000085494.7,0.2854744589376905
ENSMUSG00000032812|ENSMUSG00000032812.19|ENSMUSP00000081958|ENSMUSP00000081958.4,0.28765353813210165
ENSMUSG00000030523|ENSMUSG00000030523.19|ENSMUSP00000082318|ENSMUSP00000082318.6,0.2820281707887148
ENSMUSG00000004085|ENSMUSG00000004085.15|ENSMUSP00000088334|ENSMUSP00000088334.6,0.27640323197778655
ENSMUSG00000094778|ENSMUSG00000094778.4|ENSMUSP00000091388|ENSMUSP00000091388.3,0.2991154384623394
ENSMUSG00000068117|ENSMUSG00000068117.11|ENSMUSP00000086582|ENSMUSP00000086582.6,0.260449761704584
ENSMUSG00000025369|ENSMUSG00000025369.16|ENSMUSP00000096734|ENSMUSP00000096734.4,0.28812503533408285
ENSMUSG00000033222|ENSMUSG00000033222.17|ENSMUSP00000076208|ENSMUSP00000076208.6,0.26480679054293343
ENSMUSG00000037652|ENSMUSG00000037652.16|ENSMUSP00000096767|ENSMUSP00000096767.4,0.25456078106101543
ENSMUSG00000019826|ENSMUSG00000019826.12|ENSMUSP00000079592|ENSMUSP00000079592.9,0.28496588293914465
ENSMUSG00000062519|ENSMUSG00000062519.14|ENSMUSP00000078806|ENSMUSP00000078806.5,0.26964201244845915
ENSMUSG00000070939|ENSMUSG00000070939.10|ENSMUSP00000092624|ENSMUSP00000092624.2,0.2919993255265429
ENSMUSG00000020956|ENSMUSG00000020956.15|ENSMUSP00000082525|ENSMUSP00000082525.4,0.30522642971995567
ENSMUSG00000024201|ENSMUSG00000024201.13|ENSMUSP00000084045|ENSMUSP00000084045.6,0.2961424753847891
ENSMUSG00000028441|ENSMUSG00000028441.13|ENSMUSP00000092744|ENSMUSP00000092744.5,0.3005308746276686
ENSMUSG00000000632|ENSMUSG00000000632.14|ENSMUSP00000091532|ENSMUSP00000091532.4,0.2729361146981088
ENSMUSG00000042524|ENSMUSG00000042524.15|ENSMUSP00000086724|ENSMUSP00000086724.5,0.28792694569812977
ENSMUSG00000008129|ENSMUSG00000008129.15|ENSMUSP00000091067|ENSMUSP00000091067.5,0.2779591050752417
ENSMUSG00000025969|ENSMUSG00000025969.16|ENSMUSP00000074642|ENSMUSP00000074642.6,0.2869560812255761
ENSMUSG00000079003|ENSMUSG00000079003.4|ENSMUSP00000092853|ENSMUSP00000092853.4,0.28186881383049583
ENSMUSG00000002984|ENSMUSG00000002984.18|ENSMUSP00000104090|ENSMUSP00000104090.5,0.2928806736383157
ENSMUSG00000042529|ENSMUSG00000042529.15|ENSMUSP00000086588|ENSMUSP00000086588.5,0.3531642570316545
ENSMUSG00000053841|ENSMUSG00000053841.16|ENSMUSP00000081285|ENSMUSP00000081285.6,0.32044670337779896
ENSMUSG00000070390|ENSMUSG00000070390.13|ENSMUSP00000091588|ENSMUSP00000091588.5,0.28505091548085293
ENSMUSG00000074062|ENSMUSG00000074062.6|ENSMUSP00000082051|ENSMUSP00000082051.7,0.28376708366183584
ENSMUSG00000067297|ENSMUSG00000067297.6|ENSMUSP00000093816|ENSMUSP00000093816.3,0.29663970097173037
ENSMUSG00000069045|ENSMUSG00000069045.12|ENSMUSP00000088729|ENSMUSP00000088729.6,0.2873600360619208
ENSMUSG00000025085|ENSMUSG00000025085.17|ENSMUSP00000078336|ENSMUSP00000078336.6,0.2730876614229295
ENSMUSG00000066224|ENSMUSG00000066224.15|ENSMUSP00000081748|ENSMUSP00000081748.6,0.25402139722648476
ENSMUSG00000028107|ENSMUSG00000028107.15|ENSMUSP00000073946|ENSMUSP00000073946.7,0.2627993986343497
ENSMUSG00000074651|ENSMUSG00000074651.4|ENSMUSP00000089721|ENSMUSP00000089721.5,0.2939716596100246
ENSMUSG00000027985|ENSMUSG00000027985.15|ENSMUSP00000096211|ENSMUSP00000096211.4,0.29735540728172555
ENSMUSG00000024983|ENSMUSG00000024983.11|ENSMUSP00000093644|ENSMUSP00000093644.3,0.29479295983945064
ENSMUSG00000062252|ENSMUSG00000062252.10|ENSMUSP00000079598|ENSMUSP00000079598.7,0.3463135363098776
ENSMUSG00000023206|ENSMUSG00000023206.17|ENSMUSP00000077878|ENSMUSP00000077878.6,0.26796059652829407
ENSMUSG00000049658|ENSMUSG00000049658.14|ENSMUSP00000096868|ENSMUSP00000096868.4,0.27289438344498407
ENSMUSG00000054648|ENSMUSG00000054648.9|ENSMUSP00000079780|ENSMUSP00000079780.7,0.3122215028751869
ENSMUSG00000068299|ENSMUSG00000068299.12|ENSMUSP00000093430|ENSMUSP00000093430.4,0.30686175887164124
ENSMUSG00000024533|ENSMUSG00000024533.18|ENSMUSP00000080871|ENSMUSP00000080871.7,0.2723529440878264
ENSMUSG00000043051|ENSMUSG00000043051.19|ENSMUSP00000095914|ENSMUSP00000095914.5,0.2679383571809482
ENSMUSG00000063842|ENSMUSG00000063842.6|ENSMUSP00000078603|ENSMUSP00000078603.5,0.2733581576279274
ENSMUSG00000026616|ENSMUSG00000026616.17|ENSMUSP00000080938|ENSMUSP00000080938.4,0.28765808165537077
ENSMUSG00000050211|ENSMUSG00000050211.15|ENSMUSP00000087525|ENSMUSP00000087525.5,0.3048691887004456
ENSMUSG00000066964|ENSMUSG00000066964.3|ENSMUSP00000083808|ENSMUSP00000083808.3,0.295319664538889
ENSMUSG00000059687|ENSMUSG00000059687.5|ENSMUSP00000077337|ENSMUSP00000077337.5,0.28130100355454296
ENSMUSG00000103421|ENSMUSG00000103421.2|ENSMUSP00000092136|ENSMUSP00000092136.4,0.3546949883974942
ENSMUSG00000057735|ENSMUSG00000057735.7|ENSMUSP00000074542|ENSMUSP00000074542.5,0.2953496084361351
ENSMUSG00000071342|ENSMUSG00000071342.6|ENSMUSP00000093434|ENSMUSP00000093434.3,0.31206574127004505
ENSMUSG00000070777|ENSMUSG00000070777.6|ENSMUSP00000092344|ENSMUSP00000092344.5,0.2800572853822961
ENSMUSG00000096576|ENSMUSG00000096576.3|ENSMUSP00000093165|ENSMUSP00000093165.5,0.27862979775661967
ENSMUSG00000095028|ENSMUSG00000095028.7|ENSMUSP00000088869|ENSMUSP00000088869.5,0.2699812456322403
ENSMUSG00000057457|ENSMUSG00000057457.12|ENSMUSP00000078863|ENSMUSP00000078863.5,0.28797974857042435
ENSMUSG00000059864|ENSMUSG00000059864.3|ENSMUSP00000077962|ENSMUSP00000077962.2,0.3017230321561722
ENSMUSG00000022565|ENSMUSG00000022565.16|ENSMUSP00000075772|ENSMUSP00000075772.6,0.31157709567005504
ENSMUSG00000059763|ENSMUSG00000059763.5|ENSMUSP00000078137|ENSMUSP00000078137.5,0.2813837893221496
ENSMUSG00000006356|ENSMUSG00000006356.11|ENSMUSP00000081943|ENSMUSP00000081943.5,0.367412621582734
ENSMUSG00000040820|ENSMUSG00000040820.17|ENSMUSP00000097112|ENSMUSP00000097112.3,0.2766808893794026
ENSMUSG00000040478|ENSMUSG00000040478.15|ENSMUSP00000092761|ENSMUSP00000092761.4,0.30119069771971885
ENSMUSG00000043453|ENSMUSG00000043453.6|ENSMUSP00000085832|ENSMUSP00000085832.5,0.28506892652756616
ENSMUSG00000070501|ENSMUSG00000070501.15|ENSMUSP00000095071|ENSMUSP00000095071.4,0.3108187020593329
ENSMUSG00000068735|ENSMUSG00000068735.15|ENSMUSP00000088042|ENSMUSP00000088042.5,0.3335290398778166
ENSMUSG00000039191|ENSMUSG00000039191.13|ENSMUSP00000084618|ENSMUSP00000084618.3,0.27912573723765566
ENSMUSG00000078941|ENSMUSG00000078941.10|ENSMUSP00000081772|ENSMUSP00000081772.7,0.29935247120285974
ENSMUSG00000063785|ENSMUSG00000063785.13|ENSMUSP00000079538|ENSMUSP00000079538.5,0.2766935415112211
ENSMUSG00000059482|ENSMUSG00000059482.16|ENSMUSP00000079361|ENSMUSP00000079361.8,0.31786988675860434
ENSMUSG00000025085|ENSMUSG00000025085.17|ENSMUSP00000096897|ENSMUSP00000096897.3,0.2857554425175943
ENSMUSG00000050468|ENSMUSG00000050468.13|ENSMUSP00000087102|ENSMUSP00000087102.4,0.25829316689984183
ENSMUSG00000025241|ENSMUSG00000025241.17|ENSMUSP00000081764|ENSMUSP00000081764.6,0.28463080047734207
ENSMUSG00000060491|ENSMUSG00000060491.15|ENSMUSP00000080923|ENSMUSP00000080923.8,0.28640119309445083
ENSMUSG00000111259|ENSMUSG00000111259.3|ENSMUSP00000080626|ENSMUSP00000080626.3,0.30114453055981905
ENSMUSG00000057113|ENSMUSG00000057113.14|ENSMUSP00000090891|ENSMUSP00000090891.7,0.32807711718241717
ENSMUSG00000060412|ENSMUSG00000060412.3|ENSMUSP00000075509|ENSMUSP00000075509.3,0.29294027603171297
ENSMUSG00000017288|ENSMUSG00000017288.16|ENSMUSP00000091554|ENSMUSP00000091554.5,0.2871391040203789
ENSMUSG00000066551|ENSMUSG00000066551.13|ENSMUSP00000082682|ENSMUSP00000082682.7,0.3497182880613986
ENSMUSG00000071356|ENSMUSG00000071356.8|ENSMUSP00000094667|ENSMUSP00000094667.4,0.31173789086416087
ENSMUSG00000060657|ENSMUSG00000060657.9|ENSMUSP00000087770|ENSMUSP00000087770.5,0.26207556588732167
ENSMUSG00000018401|ENSMUSG00000018401.18|ENSMUSP00000090478|ENSMUSP00000090478.6,0.27394765446272357
ENSMUSG00000056972|ENSMUSG00000056972.7|ENSMUSP00000079265|ENSMUSP00000079265.6,0.2713146824374222
ENSMUSG00000019834|ENSMUSG00000019834.16|ENSMUSP00000077428|ENSMUSP00000077428.8,0.2787925318417007
ENSMUSG00000059288|ENSMUSG00000059288.15|ENSMUSP00000074707|ENSMUSP00000074707.7,0.27595741235996435
ENSMUSG00000034681|ENSMUSG00000034681.18|ENSMUSP00000085867|ENSMUSP00000085867.6,0.2606692079391789
ENSMUSG00000036172|ENSMUSG00000036172.18|ENSMUSP00000076421|ENSMUSP00000076421.7,0.3005605408368654
ENSMUSG00000032593|ENSMUSG00000032593.6|ENSMUSP00000082137|ENSMUSP00000082137.3,0.27624365359120434
ENSMUSG00000072770|ENSMUSG00000072770.10|ENSMUSP00000085632|ENSMUSP00000085632.6,0.300138928662976
ENSMUSG00000067567|ENSMUSG00000067567.13|ENSMUSP00000085226|ENSMUSP00000085226.5,0.2926681517687777
ENSMUSG00000074268|ENSMUSG00000074268.5|ENSMUSP00000096270|ENSMUSP00000096270.4,0.3128496759077073
ENSMUSG00000059970|ENSMUSG00000059970.8|ENSMUSP00000079306|ENSMUSP00000079306.6,0.34315773596281707
ENSMUSG00000031835|ENSMUSG00000031835.17|ENSMUSP00000095965|ENSMUSP00000095965.4,0.27511476383857353
ENSMUSG00000030595|ENSMUSG00000030595.16|ENSMUSP00000083012|ENSMUSP00000083012.6,0.2618297327199736
ENSMUSG00000064016|ENSMUSG00000064016.5|ENSMUSP00000079908|ENSMUSP00000079908.5,0.29912023006459915
ENSMUSG00000066279|ENSMUSG00000066279.4|ENSMUSP00000081891|ENSMUSP00000081891.2,0.28345382528806895
ENSMUSG00000066750|ENSMUSG00000066750.4|ENSMUSP00000083231|ENSMUSP00000083231.3,0.29098458675697275
ENSMUSG00000071650|ENSMUSG00000071650.7|ENSMUSP00000093965|ENSMUSP00000093965.4,0.27105227894473727
ENSMUSG00000095236|ENSMUSG00000095236.3|ENSMUSP00000093654|ENSMUSP00000093654.2,0.296517681263447
ENSMUSG00000020802|ENSMUSG00000020802.9|ENSMUSP00000080791|ENSMUSP00000080791.5,0.29986698614230645
ENSMUSG00000079020|ENSMUSG00000079020.10|ENSMUSP00000075577|ENSMUSP00000075577.6,0.2911265587673848
ENSMUSG00000094706|ENSMUSG00000094706.9|ENSMUSP00000093862|ENSMUSP00000093862.5,0.3374003071614461
ENSMUSG00000047731|ENSMUSG00000047731.18|ENSMUSP00000096975|ENSMUSP00000096975.5,0.2776202537937484
ENSMUSG00000079701|ENSMUSG00000079701.8|ENSMUSP00000086797|ENSMUSP00000086797.5,0.3339780526273052
ENSMUSG00000038764|ENSMUSG00000038764.15|ENSMUSP00000075063|ENSMUSP00000075063.5,0.27094453172915783
ENSMUSG00000071398|ENSMUSG00000071398.9|ENSMUSP00000093503|ENSMUSP00000093503.3,0.31988659384060686
ENSMUSG00000066242|ENSMUSG00000066242.4|ENSMUSP00000081811|ENSMUSP00000081811.2,0.28262890924378353
ENSMUSG00000020453|ENSMUSG00000020453.18|ENSMUSP00000092043|ENSMUSP00000092043.4,0.26425298788370494
ENSMUSG00000031060|ENSMUSG00000031060.17|ENSMUSP00000111031|ENSMUSP00000111031.2,0.2821028837280486
ENSMUSG00000008496|ENSMUSG00000008496.20|ENSMUSP00000096276|ENSMUSP00000096276.3,0.274699569038458
ENSMUSG00000052917|ENSMUSG00000052917.16|ENSMUSP00000086779|ENSMUSP00000086779.3,0.2669000495378126
ENSMUSG00000031442|ENSMUSG00000031442.22|ENSMUSP00000096528|ENSMUSP00000096528.4,0.314838918492178
ENSMUSG00000060332|ENSMUSG00000060332.10|ENSMUSP00000077139|ENSMUSP00000077139.2,0.28709013107534953
ENSMUSG00000001768|ENSMUSG00000001768.17|ENSMUSP00000092053|ENSMUSP00000092053.5,0.2789198493084367
ENSMUSG00000028539|ENSMUSG00000028539.15|ENSMUSP00000095526|ENSMUSP00000095526.3,0.2618522360013896
ENSMUSG00000066800|ENSMUSG00000066800.12|ENSMUSP00000083385|ENSMUSP00000083385.4,0.277906345693314
ENSMUSG00000056851|ENSMUSG00000056851.16|ENSMUSP00000076294|ENSMUSP00000076294.6,0.271756311388422
ENSMUSG00000022621|ENSMUSG00000022621.17|ENSMUSP00000091598|ENSMUSP00000091598.6,0.3342337257112851
ENSMUSG00000070501|ENSMUSG00000070501.15|ENSMUSP00000087888|ENSMUSP00000087888.6,0.29964055624202407
ENSMUSG00000096871|ENSMUSG00000096871.2|ENSMUSP00000096316|ENSMUSP00000096316.2,0.29551834094692214
ENSMUSG00000036168|ENSMUSG00000036168.16|ENSMUSP00000089860|ENSMUSP00000089860.6,0.28359038694000893
ENSMUSG00000059493|ENSMUSG00000059493.14|ENSMUSP00000080280|ENSMUSP00000080280.7,0.24333923666555213
ENSMUSG00000029822|ENSMUSG00000029822.16|ENSMUSP00000087473|ENSMUSP00000087473.4,0.27246814641661526
ENSMUSG00000057789|ENSMUSG00000057789.15|ENSMUSP00000077757|ENSMUSP00000077757.6,0.31072402096933266
ENSMUSG00000072100|ENSMUSG00000072100.5|ENSMUSP00000094615|ENSMUSP00000094615.5,0.29421848640054027
ENSMUSG00000034330|ENSMUSG00000034330.11|ENSMUSP00000079991|ENSMUSP00000079991.8,0.3045293611339464
ENSMUSG00000008789|ENSMUSG00000008789.11|ENSMUSP00000080582|ENSMUSP00000080582.7,0.27251626959398356
ENSMUSG00000059366|ENSMUSG00000059366.4|ENSMUSP00000078176|ENSMUSP00000078176.3,0.28184317235318956
ENSMUSG00000013419|ENSMUSG00000013419.8|ENSMUSP00000091286|ENSMUSP00000091286.4,0.32424502982949144
ENSMUSG00000039577|ENSMUSG00000039577.18|ENSMUSP00000080128|ENSMUSP00000080128.4,0.2901544818257287
ENSMUSG00000002963|ENSMUSG00000002963.18|ENSMUSP00000096078|ENSMUSP00000096078.4,0.2741978429857996
ENSMUSG00000062444|ENSMUSG00000062444.16|ENSMUSP00000080739|ENSMUSP00000080739.8,0.29002640145237496
ENSMUSG00000046805|ENSMUSG00000046805.12|ENSMUSP00000108573|ENSMUSP00000108573.5,0.2785851236876651
ENSMUSG00000087385|ENSMUSG00000087385.9|ENSMUSP00000078560|ENSMUSP00000078560.7,0.3038804736368795
ENSMUSG00000079037|ENSMUSG00000079037.10|ENSMUSP00000088833|ENSMUSP00000088833.7,0.3588935351131732
ENSMUSG00000096278|ENSMUSG00000096278.9|ENSMUSP00000085966|ENSMUSP00000085966.6,0.27209649755616644
ENSMUSG00000041117|ENSMUSG00000041117.10|ENSMUSP00000092399|ENSMUSP00000092399.4,0.30089876412742844
ENSMUSG00000041842|ENSMUSG00000041842.16|ENSMUSP00000088525|ENSMUSP00000088525.2,0.25291930445467836
ENSMUSG00000060798|ENSMUSG00000060798.8|ENSMUSP00000088725|ENSMUSP00000088725.4,0.2563692326542534
ENSMUSG00000060519|ENSMUSG00000060519.12|ENSMUSP00000078572|ENSMUSP00000078572.5,0.3003054478593027
ENSMUSG00000064351|ENSMUSG00000064351.1|ENSMUSP00000080993|ENSMUSP00000080993.1,0.3033585449819404
ENSMUSG00000065999|ENSMUSG00000065999.14|ENSMUSP00000080438|ENSMUSP00000080438.7,0.37926177776098907
ENSMUSG00000066368|ENSMUSG00000066368.2|ENSMUSP00000082150|ENSMUSP00000082150.2,0.2607130855342015
ENSMUSG00000018666|ENSMUSG00000018666.14|ENSMUSP00000091475|ENSMUSP00000091475.4,0.3382344869242943
ENSMUSG00000041669|ENSMUSG00000041669.16|ENSMUSP00000074017|ENSMUSP00000074017.4,0.30958114532727604
ENSMUSG00000042185|ENSMUSG00000042185.15|ENSMUSP00000083341|ENSMUSP00000083341.6,0.2516953702212271
ENSMUSG00000059657|ENSMUSG00000059657.6|ENSMUSP00000078181|ENSMUSP00000078181.5,0.3467329932873207
ENSMUSG00000032289|ENSMUSG00000032289.16|ENSMUSP00000096257|ENSMUSP00000096257.4,0.2832832412262902
ENSMUSG00000066031|ENSMUSG00000066031.14|ENSMUSP00000082232|ENSMUSP00000082232.5,0.2786230863837572
ENSMUSG00000071771|ENSMUSG00000071771.5|ENSMUSP00000094197|ENSMUSP00000094197.5,0.3189470502349122
ENSMUSG00000096348|ENSMUSG00000096348.2|ENSMUSP00000096318|ENSMUSP00000096318.2,0.2953228258573094
ENSMUSG00000038327|ENSMUSG00000038327.9|ENSMUSP00000074958|ENSMUSP00000074958.7,0.305637260321921
ENSMUSG00000074945|ENSMUSG00000074945.4|ENSMUSP00000097193|ENSMUSP00000097193.2,0.2879660389013617
ENSMUSG00000067529|ENSMUSG00000067529.3|ENSMUSP00000085134|ENSMUSP00000085134.2,0.29129875388941473
ENSMUSG00000022307|ENSMUSG00000022307.17|ENSMUSP00000087554|ENSMUSP00000087554.5,0.2644487520048052
ENSMUSG00000020085|ENSMUSG00000020085.16|ENSMUSP00000078998|ENSMUSP00000078998.6,0.3081805639307031
ENSMUSG00000023443|ENSMUSG00000023443.14|ENSMUSP00000074262|ENSMUSP00000074262.3,0.30303271713673935
ENSMUSG00000052917|ENSMUSG00000052917.16|ENSMUSP00000086776|ENSMUSP00000086776.4,0.2675594153685086
ENSMUSG00000068574|ENSMUSG00000068574.3|ENSMUSP00000087617|ENSMUSP00000087617.2,0.31236790833016476
ENSMUSG00000025728|ENSMUSG00000025728.17|ENSMUSP00000094981|ENSMUSP00000094981.4,0.2849433759980192
ENSMUSG00000069295|ENSMUSG00000069295.3|ENSMUSP00000089329|ENSMUSP00000089329.2,0.27740149900428623
ENSMUSG00000029283|ENSMUSG00000029283.18|ENSMUSP00000075792|ENSMUSP00000075792.7,0.2674920434605071
ENSMUSG00000028944|ENSMUSG00000028944.15|ENSMUSP00000075651|ENSMUSP00000075651.6,0.26632936815848957
ENSMUSG00000045095|ENSMUSG00000045095.17|ENSMUSP00000091283|ENSMUSP00000091283.6,0.2588657285272671
ENSMUSG00000034071|ENSMUSG00000034071.16|ENSMUSP00000079222|ENSMUSP00000079222.6,0.28952110704865036
ENSMUSG00000028948|ENSMUSG00000028948.17|ENSMUSP00000081133|ENSMUSP00000081133.7,0.2605967311350218
ENSMUSG00000059213|ENSMUSG00000059213.8|ENSMUSP00000074895|ENSMUSP00000074895.7,0.24142159389930004
ENSMUSG00000055862|ENSMUSG00000055862.8|ENSMUSP00000093076|ENSMUSP00000093076.5,0.355316524505211
ENSMUSG00000015363|ENSMUSG00000015363.14|ENSMUSP00000080403|ENSMUSP00000080403.6,0.3076098763358971
ENSMUSG00000020564|ENSMUSG00000020564.18|ENSMUSP00000088085|ENSMUSP00000088085.5,0.24441303156497432
ENSMUSG00000074882|ENSMUSG00000074882.4|ENSMUSP00000097071|ENSMUSP00000097071.4,0.30203332867047966
ENSMUSG00000070798|ENSMUSG00000070798.5|ENSMUSP00000092389|ENSMUSP00000092389.4,0.26675230282041174
ENSMUSG00000058325|ENSMUSG00000058325.7|ENSMUSP00000081531|ENSMUSP00000081531.5,0.28320127993568334
ENSMUSG00000019787|ENSMUSG00000019787.10|ENSMUSP00000093436|ENSMUSP00000093436.5,0.3256711305425145
ENSMUSG00000028434|ENSMUSG00000028434.13|ENSMUSP00000092687|ENSMUSP00000092687.4,0.2656930272254266
ENSMUSG00000021198|ENSMUSG00000021198.17|ENSMUSP00000082156|ENSMUSP00000082156.5,0.26393626415525806
ENSMUSG00000059626|ENSMUSG00000059626.14|ENSMUSP00000080075|ENSMUSP00000080075.6,0.29188922583947935
ENSMUSG00000063698|ENSMUSG00000063698.10|ENSMUSP00000079621|ENSMUSP00000079621.4,0.3624020272720798
ENSMUSG00000049122|ENSMUSG00000049122.18|ENSMUSP00000081514|ENSMUSP00000081514.6,0.28802051852879973
ENSMUSG00000069793|ENSMUSG00000069793.13|ENSMUSP00000090515|ENSMUSP00000090515.5,0.2846024188973351
ENSMUSG00000025316|ENSMUSG00000025316.17|ENSMUSP00000090766|ENSMUSP00000090766.7,0.30557514686814397
ENSMUSG00000002602|ENSMUSG00000002602.17|ENSMUSP00000083110|ENSMUSP00000083110.5,0.2781379940713781
ENSMUSG00000066838|ENSMUSG00000066838.8|ENSMUSP00000074055|ENSMUSP00000074055.8,0.2890343906446347
ENSMUSG00000070419|ENSMUSG00000070419.12|ENSMUSP00000078251|ENSMUSP00000078251.8,0.30208870764443874
ENSMUSG00000058153|ENSMUSG00000058153.16|ENSMUSP00000074847|ENSMUSP00000074847.7,0.2872032287336894
ENSMUSG00000059042|ENSMUSG00000059042.4|ENSMUSP00000080133|ENSMUSP00000080133.4,0.3041838430554367
ENSMUSG00000073963|ENSMUSG00000073963.4|ENSMUSP00000095816|ENSMUSP00000095816.2,0.2844658845159135
ENSMUSG00000038812|ENSMUSG00000038812.17|ENSMUSP00000085591|ENSMUSP00000085591.8,0.33506144634897705
ENSMUSG00000036473|ENSMUSG00000036473.17|ENSMUSP00000094989|ENSMUSP00000094989.4,0.3034124671544558
ENSMUSG00000070331|ENSMUSG00000070331.15|ENSMUSP00000091437|ENSMUSP00000091437.4,0.30892538008439047
ENSMUSG00000027239|ENSMUSG00000027239.15|ENSMUSP00000088090|ENSMUSP00000088090.6,0.39620361644849883
ENSMUSG00000074215|ENSMUSG00000074215.3|ENSMUSP00000096191|ENSMUSP00000096191.3,0.3343675528246328
ENSMUSG00000062712|ENSMUSG00000062712.4|ENSMUSP00000079048|ENSMUSP00000079048.2,0.308637598022505
ENSMUSG00000058897|ENSMUSG00000058897.19|ENSMUSP00000079210|ENSMUSP00000079210.5,0.26318046777210463
ENSMUSG00000026740|ENSMUSG00000026740.13|ENSMUSP00000088980|ENSMUSP00000088980.6,0.2779387455602319
ENSMUSG00000061046|ENSMUSG00000061046.10|ENSMUSP00000077091|ENSMUSP00000077091.4,0.2975510779455914
ENSMUSG00000071064|ENSMUSG00000071064.16|ENSMUSP00000085238|ENSMUSP00000085238.5,0.25399069375248273
ENSMUSG00000071179|ENSMUSG00000071179.9|ENSMUSP00000093103|ENSMUSP00000093103.2,0.2724888434235293
ENSMUSG00000039166|ENSMUSG00000039166.17|ENSMUSP00000093455|ENSMUSP00000093455.5,0.34739724252841225
ENSMUSG00000040640|ENSMUSG00000040640.12|ENSMUSP00000087773|ENSMUSP00000087773.6,0.2756089082182367
ENSMUSG00000041975|ENSMUSG00000041975.18|ENSMUSP00000088359|ENSMUSP00000088359.6,0.30628657724920805
ENSMUSG00000034177|ENSMUSG00000034177.16|ENSMUSP00000090476|ENSMUSP00000090476.6,0.26242967086210217
ENSMUSG00000019428|ENSMUSG00000019428.17|ENSMUSP00000074935|ENSMUSP00000074935.8,0.32319422937557046
ENSMUSG00000018654|ENSMUSG00000018654.19|ENSMUSP00000075992|ENSMUSP00000075992.5,0.28685056995774305
ENSMUSG00000067526|ENSMUSG00000067526.4|ENSMUSP00000085130|ENSMUSP00000085130.2,0.3021133801607651
ENSMUSG00000067201|ENSMUSG00000067201.12|ENSMUSP00000084409|ENSMUSP00000084409.5,0.30380609209036713
ENSMUSG00000035045|ENSMUSG00000035045.18|ENSMUSP00000080820|ENSMUSP00000080820.7,0.26979426016029584
ENSMUSG00000046434|ENSMUSG00000046434.17|ENSMUSP00000084609|ENSMUSP00000084609.8,0.28922090213019236
ENSMUSG00000027674|ENSMUSG00000027674.17|ENSMUSP00000077353|ENSMUSP00000077353.4,0.27415370499235864
ENSMUSG00000074852|ENSMUSG00000074852.5|ENSMUSP00000097026|ENSMUSP00000097026.4,0.2642091687858868
ENSMUSG00000067649|ENSMUSG00000067649.4|ENSMUSP00000085460|ENSMUSP00000085460.3,0.31665171548362436
ENSMUSG00000073988|ENSMUSG00000073988.14|ENSMUSP00000095845|ENSMUSP00000095845.2,0.28244447627153296
ENSMUSG00000069720|ENSMUSG00000069720.5|ENSMUSP00000090370|ENSMUSP00000090370.5,0.3182074410068666
ENSMUSG00000022656|ENSMUSG00000022656.16|ENSMUSP00000093757|ENSMUSP00000093757.3,0.2624384616285668
ENSMUSG00000061392|ENSMUSG00000061392.3|ENSMUSP00000080706|ENSMUSP00000080706.3,0.31291468006344164
ENSMUSG00000029363|ENSMUSG00000029363.15|ENSMUSP00000083652|ENSMUSP00000083652.7,0.29260632874873455
ENSMUSG00000059891|ENSMUSG00000059891.15|ENSMUSP00000079122|ENSMUSP00000079122.7,0.28127177827319017
ENSMUSG00000061525|ENSMUSG00000061525.3|ENSMUSP00000079030|ENSMUSP00000079030.3,0.27543628470202386
ENSMUSG00000070407|ENSMUSG00000070407.6|ENSMUSP00000091647|ENSMUSP00000091647.4,0.3813107876528338
ENSMUSG00000065954|ENSMUSG00000065954.12|ENSMUSP00000081043|ENSMUSP00000081043.5,0.2676137440754001
ENSMUSG00000068748|ENSMUSG00000068748.8|ENSMUSP00000088056|ENSMUSP00000088056.4,0.2619779386439107
ENSMUSG00000045095|ENSMUSG00000045095.17|ENSMUSP00000086730|ENSMUSP00000086730.6,0.25867123312291745
ENSMUSG00000000244|ENSMUSG00000000244.18|ENSMUSP00000080668|ENSMUSP00000080668.6,0.33134557588564656
ENSMUSG00000058317|ENSMUSG00000058317.13|ENSMUSP00000075495|ENSMUSP00000075495.4,0.2964475164870899
