ENSMUSG00000000149|ENSMUSG00000000149.11|ENSMUSP00000000153|ENSMUSP00000000153.5,1.4170419480215657
ENSMUSG00000023043|ENSMUSG00000023043.8|ENSMUSP00000023803|ENSMUSP00000023803.7,1.144905360805799
ENSMUSG00000025480|ENSMUSG00000025480.6|ENSMUSP00000026553|ENSMUSP00000026553.5,1.1713955774842348
ENSMUSG00000026095|ENSMUSG00000026095.16|ENSMUSP00000027264|ENSMUSP00000027264.4,1.0296260655482439
ENSMUSG00000024907|ENSMUSG00000024907.8|ENSMUSP00000025842|ENSMUSP00000025842.8,1.1247543731965899
ENSMUSG00000025916|ENSMUSG00000025916.11|ENSMUSP00000027049|ENSMUSP00000027049.4,1.0442945386915823
ENSMUSG00000023153|ENSMUSG00000023153.10|ENSMUSP00000023920|ENSMUSP00000023920.3,1.106138088435478
ENSMUSG00000021099|ENSMUSG00000021099.7|ENSMUSP00000021519|ENSMUSP00000021519.5,1.1023356752417315
ENSMUSG00000022386|ENSMUSG00000022386.13|ENSMUSP00000023019|ENSMUSP00000023019.6,1.0937761333521356
ENSMUSG00000024527|ENSMUSG00000024527.11|ENSMUSP00000025408|ENSMUSP00000025408.9,1.0027662883915869
ENSMUSG00000022041|ENSMUSG00000022041.11|ENSMUSP00000022620|ENSMUSP00000022620.10,1.2229093272103628
ENSMUSG00000026278|ENSMUSG00000026278.15|ENSMUSP00000027499|ENSMUSP00000027499.7,1.142196416201403
ENSMUSG00000027006|ENSMUSG00000027006.14|ENSMUSP00000028392|ENSMUSP00000028392.8,1.0631319854734866
ENSMUSG00000024867|ENSMUSG00000024867.15|ENSMUSP00000025800|ENSMUSP00000025800.9,1.0293099380010808
ENSMUSG00000052026|ENSMUSG00000052026.9|ENSMUSP00000025520|ENSMUSP00000025520.8,1.1446041429620457
ENSMUSG00000021893|ENSMUSG00000021893.15|ENSMUSP00000022451|ENSMUSP00000022451.8,1.0509305512497886
ENSMUSG00000021179|ENSMUSG00000021179.9|ENSMUSP00000021596|ENSMUSP00000021596.8,1.0501350136037706
ENSMUSG00000024803|ENSMUSG00000024803.10|ENSMUSP00000025718|ENSMUSP00000025718.10,1.061480330940331
ENSMUSG00000024158|ENSMUSG00000024158.18|ENSMUSP00000024974|ENSMUSP00000024974.10,1.1409841706821617
ENSMUSG00000021076|ENSMUSG00000021076.7|ENSMUSP00000021479|ENSMUSP00000021479.6,0.9958464345735002
ENSMUSG00000025521|ENSMUSG00000025521.16|ENSMUSP00000026595|ENSMUSP00000026595.6,0.9696856884858396
ENSMUSG00000024905|ENSMUSG00000024905.16|ENSMUSP00000025840|ENSMUSP00000025840.10,1.0388112974724535
ENSMUSG00000024164|ENSMUSG00000024164.16|ENSMUSP00000024988|ENSMUSP00000024988.9,1.116478982330867
ENSMUSG00000021213|ENSMUSG00000021213.13|ENSMUSP00000021634|ENSMUSP00000021634.3,1.135385974087492
ENSMUSG00000022000|ENSMUSG00000022000.12|ENSMUSP00000022577|ENSMUSP00000022577.6,0.9475997769307929
ENSMUSG00000024927|ENSMUSG00000024927.9|ENSMUSP00000025867|ENSMUSP00000025867.6,1.0334496030365363
ENSMUSG00000024973|ENSMUSG00000024973.18|ENSMUSP00000025929|ENSMUSP00000025929.6,1.0360382004387818
ENSMUSG00000026274|ENSMUSG00000026274.12|ENSMUSP00000027493|ENSMUSP00000027493.4,0.9952887052761823
ENSMUSG00000070594|ENSMUSG00000070594.11|ENSMUSP00000027612|ENSMUSP00000027612.9,1.1675948312335493
ENSMUSG00000026134|ENSMUSG00000026134.12|ENSMUSP00000027312|ENSMUSP00000027312.10,1.0523470411290772
ENSMUSG00000025024|ENSMUSG00000025024.8|ENSMUSP00000025997|ENSMUSP00000025997.6,1.1627329264922084
ENSMUSG00000022883|ENSMUSG00000022883.12|ENSMUSP00000023600|ENSMUSP00000023600.8,0.9579073554027068
ENSMUSG00000024500|ENSMUSG00000024500.21|ENSMUSP00000025377|ENSMUSP00000025377.7,1.0641831016701893
ENSMUSG00000022848|ENSMUSG00000022848.9|ENSMUSP00000023554|ENSMUSP00000023554.9,0.9154277801939796
ENSMUSG00000011148|ENSMUSG00000011148.15|ENSMUSP00000021726|ENSMUSP00000021726.7,1.1501618113239787
ENSMUSG00000026919|ENSMUSG00000026919.2|ENSMUSP00000028283|ENSMUSP00000028283.2,1.1365165809325792
ENSMUSG00000021038|ENSMUSG00000021038.18|ENSMUSP00000021426|ENSMUSP00000021426.10,1.0207046098715626
ENSMUSG00000040225|ENSMUSG00000040225.16|ENSMUSP00000028016|ENSMUSP00000028016.10,0.9879814539403652
ENSMUSG00000025978|ENSMUSG00000025978.15|ENSMUSP00000027121|ENSMUSP00000027121.9,1.0384822797049342
ENSMUSG00000026356|ENSMUSG00000026356.16|ENSMUSP00000027602|ENSMUSP00000027602.9,1.0913073256598
ENSMUSG00000021486|ENSMUSG00000021486.8|ENSMUSP00000021942|ENSMUSP00000021942.7,1.3073713881387081
ENSMUSG00000025364|ENSMUSG00000025364.14|ENSMUSP00000026425|ENSMUSP00000026425.7,1.0984130184393563
ENSMUSG00000022771|ENSMUSG00000022771.18|ENSMUSP00000023455|ENSMUSP00000023455.6,1.0842018791159542
ENSMUSG00000021606|ENSMUSG00000021606.9|ENSMUSP00000022097|ENSMUSP00000022097.6,1.181833090876075
ENSMUSG00000025355|ENSMUSG00000025355.8|ENSMUSP00000026411|ENSMUSP00000026411.7,1.0535044602036898
ENSMUSG00000026126|ENSMUSG00000026126.16|ENSMUSP00000027302|ENSMUSP00000027302.8,1.0413169368544863
ENSMUSG00000005763|ENSMUSG00000005763.16|ENSMUSP00000027849|ENSMUSP00000027849.5,1.1928047897920817
ENSMUSG00000022893|ENSMUSG00000022893.15|ENSMUSP00000023610|ENSMUSP00000023610.9,1.0046821399746289
ENSMUSG00000022051|ENSMUSG00000022051.16|ENSMUSP00000022634|ENSMUSP00000022634.9,1.0594940129937989
ENSMUSG00000021340|ENSMUSG00000021340.14|ENSMUSP00000021773|ENSMUSP00000021773.6,1.0192657741718623
ENSMUSG00000026393|ENSMUSG00000026393.11|ENSMUSP00000027642|ENSMUSP00000027642.4,1.0692296087785313
ENSMUSG00000024327|ENSMUSG00000024327.17|ENSMUSP00000025186|ENSMUSP00000025186.9,1.0374915744017381
ENSMUSG00000025003|ENSMUSG00000025003.7|ENSMUSP00000025968|ENSMUSP00000025968.5,1.060365301608953
ENSMUSG00000024420|ENSMUSG00000024420.10|ENSMUSP00000025288|ENSMUSP00000025288.8,1.1158752293083687
ENSMUSG00000024175|ENSMUSG00000024175.4|ENSMUSP00000025002|ENSMUSP00000025002.2,1.164585456237971
ENSMUSG00000026525|ENSMUSG00000026525.10|ENSMUSP00000027809|ENSMUSP00000027809.8,1.092731558753589
ENSMUSG00000026304|ENSMUSG00000026304.14|ENSMUSP00000027529|ENSMUSP00000027529.6,1.2303598469512878
ENSMUSG00000024594|ENSMUSG00000024594.10|ENSMUSP00000025490|ENSMUSP00000025490.9,0.9969775567146378
ENSMUSG00000022407|ENSMUSG00000022407.11|ENSMUSP00000023043|ENSMUSP00000023043.3,1.0823821682541719
ENSMUSG00000027015|ENSMUSG00000027015.5|ENSMUSP00000028403|ENSMUSP00000028403.3,1.0962872414246259
ENSMUSG00000021906|ENSMUSG00000021906.15|ENSMUSP00000022462|ENSMUSP00000022462.8,1.009449507987756
ENSMUSG00000025427|ENSMUSG00000025427.16|ENSMUSP00000026494|ENSMUSP00000026494.7,1.1592536726891625
ENSMUSG00000005891|ENSMUSG00000005891.8|ENSMUSP00000021779|ENSMUSP00000021779.7,1.1467920087962136
ENSMUSG00000026560|ENSMUSG00000026560.14|ENSMUSP00000027843|ENSMUSP00000027843.4,1.0652586305362732
ENSMUSG00000021203|ENSMUSG00000021203.16|ENSMUSP00000021620|ENSMUSP00000021620.7,1.170799056695822
ENSMUSG00000024537|ENSMUSG00000024537.6|ENSMUSP00000025418|ENSMUSP00000025418.4,1.0724858816607221
ENSMUSG00000024082|ENSMUSG00000024082.6|ENSMUSP00000024887|ENSMUSP00000024887.5,1.0078595115405675
ENSMUSG00000025240|ENSMUSG00000025240.11|ENSMUSP00000026270|ENSMUSP00000026270.8,1.056928804199948
ENSMUSG00000021541|ENSMUSG00000021541.15|ENSMUSP00000022023|ENSMUSP00000022023.7,1.1278263586763402
ENSMUSG00000024518|ENSMUSG00000024518.5|ENSMUSP00000025396|ENSMUSP00000025396.4,1.1235355412641357
ENSMUSG00000026457|ENSMUSG00000026457.15|ENSMUSP00000027727|ENSMUSP00000027727.9,1.166848836912379
ENSMUSG00000022974|ENSMUSG00000022974.13|ENSMUSP00000023698|ENSMUSP00000023698.6,1.0278137111940273
ENSMUSG00000027108|ENSMUSG00000027108.16|ENSMUSP00000028517|ENSMUSP00000028517.7,1.1228587726939168
ENSMUSG00000025785|ENSMUSG00000025785.6|ENSMUSP00000026891|ENSMUSP00000026891.5,1.049655233609764
ENSMUSG00000026887|ENSMUSG00000026887.10|ENSMUSP00000028250|ENSMUSP00000028250.3,1.113210014268694
ENSMUSG00000022151|ENSMUSG00000022151.17|ENSMUSP00000022751|ENSMUSP00000022751.9,1.143672909202625
ENSMUSG00000024782|ENSMUSG00000024782.8|ENSMUSP00000025696|ENSMUSP00000025696.5,1.088035015722893
ENSMUSG00000021417|ENSMUSG00000021417.16|ENSMUSP00000021854|ENSMUSP00000021854.7,1.0453270385733962
ENSMUSG00000023210|ENSMUSG00000023210.3|ENSMUSP00000023978|ENSMUSP00000023978.3,1.191719738994728
ENSMUSG00000026959|ENSMUSG00000026959.14|ENSMUSP00000028335|ENSMUSP00000028335.7,1.169957981998575
ENSMUSG00000021831|ENSMUSG00000021831.10|ENSMUSP00000022378|ENSMUSP00000022378.8,1.0285784352037741
ENSMUSG00000022369|ENSMUSG00000022369.14|ENSMUSP00000022998|ENSMUSP00000022998.8,0.9866558299092112
ENSMUSG00000026176|ENSMUSG00000026176.14|ENSMUSP00000027367|ENSMUSP00000027367.8,1.1632565875366039
ENSMUSG00000021903|ENSMUSG00000021903.12|ENSMUSP00000022460|ENSMUSP00000022460.5,1.1273908122396659
ENSMUSG00000026585|ENSMUSG00000026585.14|ENSMUSP00000027877|ENSMUSP00000027877.6,1.0612558575839453
ENSMUSG00000022085|ENSMUSG00000022085.5|ENSMUSP00000022678|ENSMUSP00000022678.4,1.0422156713490198
ENSMUSG00000026413|ENSMUSG00000026413.13|ENSMUSP00000027667|ENSMUSP00000027667.7,1.1854439401388412
ENSMUSG00000025173|ENSMUSG00000025173.14|ENSMUSP00000026173|ENSMUSP00000026173.7,1.081716907169328
ENSMUSG00000021950|ENSMUSG00000021950.16|ENSMUSP00000022519|ENSMUSP00000022519.9,1.211554493021987
ENSMUSG00000026240|ENSMUSG00000026240.13|ENSMUSP00000027446|ENSMUSP00000027446.5,1.1264288672599017
ENSMUSG00000025871|ENSMUSG00000025871.19|ENSMUSP00000026989|ENSMUSP00000026989.9,1.0341958046686617
ENSMUSG00000025239|ENSMUSG00000025239.4|ENSMUSP00000026269|ENSMUSP00000026269.3,1.0254133400682406
ENSMUSG00000023051|ENSMUSG00000023051.13|ENSMUSP00000023813|ENSMUSP00000023813.3,1.045998454798158
ENSMUSG00000020904|ENSMUSG00000020904.12|ENSMUSP00000021287|ENSMUSP00000021287.6,1.0654626924720338
ENSMUSG00000024446|ENSMUSG00000024446.14|ENSMUSP00000025319|ENSMUSP00000025319.7,1.255019781645885
ENSMUSG00000022494|ENSMUSG00000022494.16|ENSMUSP00000023138|ENSMUSP00000023138.7,1.127332665203536
ENSMUSG00000026888|ENSMUSG00000026888.15|ENSMUSP00000028252|ENSMUSP00000028252.8,1.0335252284604515
ENSMUSG00000021484|ENSMUSG00000021484.9|ENSMUSP00000021940|ENSMUSP00000021940.8,1.1517633649464645
ENSMUSG00000022636|ENSMUSG00000022636.14|ENSMUSP00000023312|ENSMUSP00000023312.8,1.045135134178835
ENSMUSG00000024143|ENSMUSG00000024143.16|ENSMUSP00000024956|ENSMUSP00000024956.9,1.1133591858991734
ENSMUSG00000022076|ENSMUSG00000022076.11|ENSMUSP00000022666|ENSMUSP00000022666.8,1.0088389712243628
ENSMUSG00000025498|ENSMUSG00000025498.16|ENSMUSP00000026571|ENSMUSP00000026571.5,1.0797105753933693
ENSMUSG00000026971|ENSMUSG00000026971.16|ENSMUSP00000028348|ENSMUSP00000028348.3,1.029418175164348
ENSMUSG00000025165|ENSMUSG00000025165.13|ENSMUSP00000026162|ENSMUSP00000026162.6,1.2762456664552189
ENSMUSG00000022468|ENSMUSG00000022468.13|ENSMUSP00000023105|ENSMUSP00000023105.4,1.1272891001193996
ENSMUSG00000022860|ENSMUSG00000022860.16|ENSMUSP00000023568|ENSMUSP00000023568.8,1.040710365185563
ENSMUSG00000022895|ENSMUSG00000022895.17|ENSMUSP00000023612|ENSMUSP00000023612.9,1.1435374491722499
ENSMUSG00000021278|ENSMUSG00000021278.8|ENSMUSP00000021707|ENSMUSP00000021707.7,1.1261381494634852
ENSMUSG00000026939|ENSMUSG00000026939.13|ENSMUSP00000028308|ENSMUSP00000028308.5,1.3490564051713485
ENSMUSG00000021451|ENSMUSG00000021451.17|ENSMUSP00000021900|ENSMUSP00000021900.8,1.0516907824551067
ENSMUSG00000052305|ENSMUSG00000052305.7|ENSMUSP00000023934|ENSMUSP00000023934.7,1.4292320850976912
ENSMUSG00000024172|ENSMUSG00000024172.11|ENSMUSP00000025000|ENSMUSP00000025000.4,1.0370287095065005
ENSMUSG00000025507|ENSMUSG00000025507.14|ENSMUSP00000026580|ENSMUSP00000026580.6,0.9685083958688431
ENSMUSG00000026317|ENSMUSG00000026317.8|ENSMUSP00000027554|ENSMUSP00000027554.8,1.2043688842737412
ENSMUSG00000023070|ENSMUSG00000023070.7|ENSMUSP00000023832|ENSMUSP00000023832.7,1.1103515421483472
ENSMUSG00000026655|ENSMUSG00000026655.16|ENSMUSP00000027965|ENSMUSP00000027965.5,1.4039988904317604
ENSMUSG00000026111|ENSMUSG00000026111.16|ENSMUSP00000027285|ENSMUSP00000027285.7,1.1277598662924553
ENSMUSG00000022003|ENSMUSG00000022003.8|ENSMUSP00000022580|ENSMUSP00000022580.7,1.0531912993004728
ENSMUSG00000025937|ENSMUSG00000025937.7|ENSMUSP00000027071|ENSMUSP00000027071.6,1.0412802037024136
ENSMUSG00000021131|ENSMUSG00000021131.15|ENSMUSP00000021559|ENSMUSP00000021559.8,1.3397762352576177
ENSMUSG00000024768|ENSMUSG00000024768.6|ENSMUSP00000025680|ENSMUSP00000025680.5,1.0853331087605305
ENSMUSG00000024899|ENSMUSG00000024899.8|ENSMUSP00000025833|ENSMUSP00000025833.7,1.0381779901393617
ENSMUSG00000022389|ENSMUSG00000022389.16|ENSMUSP00000023024|ENSMUSP00000023024.8,1.2131866275916874
ENSMUSG00000026765|ENSMUSG00000026765.13|ENSMUSP00000028103|ENSMUSP00000028103.8,1.175464142702832
ENSMUSG00000025188|ENSMUSG00000025188.16|ENSMUSP00000026194|ENSMUSP00000026194.9,1.1976584083841997
ENSMUSG00000025774|ENSMUSG00000025774.15|ENSMUSP00000026876|ENSMUSP00000026876.7,1.1804126044011474
ENSMUSG00000025579|ENSMUSG00000025579.15|ENSMUSP00000026666|ENSMUSP00000026666.7,1.1166103961860618
ENSMUSG00000022659|ENSMUSG00000022659.14|ENSMUSP00000023339|ENSMUSP00000023339.5,1.186102165272177
ENSMUSG00000026466|ENSMUSG00000026466.17|ENSMUSP00000027738|ENSMUSP00000027738.8,0.9644816702344231
ENSMUSG00000024922|ENSMUSG00000024922.3|ENSMUSP00000025861|ENSMUSP00000025861.2,1.2394198469980016
ENSMUSG00000022477|ENSMUSG00000022477.14|ENSMUSP00000023116|ENSMUSP00000023116.7,1.1168638585756907
ENSMUSG00000023971|ENSMUSG00000023971.10|ENSMUSP00000024766|ENSMUSP00000024766.7,1.2029681070214737
ENSMUSG00000021239|ENSMUSG00000021239.13|ENSMUSP00000021665|ENSMUSP00000021665.6,1.0906844313792348
ENSMUSG00000025351|ENSMUSG00000025351.15|ENSMUSP00000026407|ENSMUSP00000026407.8,1.1680846967753664
ENSMUSG00000021322|ENSMUSG00000021322.9|ENSMUSP00000021757|ENSMUSP00000021757.4,1.0380760770284498
ENSMUSG00000024726|ENSMUSG00000024726.11|ENSMUSP00000025632|ENSMUSP00000025632.10,1.0913298639117321
ENSMUSG00000021749|ENSMUSG00000021749.7|ENSMUSP00000022269|ENSMUSP00000022269.6,1.1646701417269234
ENSMUSG00000024132|ENSMUSG00000024132.7|ENSMUSP00000024946|ENSMUSP00000024946.7,1.1231475332405003
ENSMUSG00000062822|ENSMUSG00000062822.9|ENSMUSP00000026519|ENSMUSP00000026519.9,1.0068234336761417
ENSMUSG00000034675|ENSMUSG00000034675.18|ENSMUSP00000021950|ENSMUSP00000021950.9,1.0616905558959817
ENSMUSG00000021961|ENSMUSG00000021961.7|ENSMUSP00000022532|ENSMUSP00000022532.6,1.2499246324951503
ENSMUSG00000023262|ENSMUSG00000023262.14|ENSMUSP00000024031|ENSMUSP00000024031.7,1.1143447613902822
ENSMUSG00000022787|ENSMUSG00000022787.11|ENSMUSP00000023474|ENSMUSP00000023474.4,0.9889835866006503
ENSMUSG00000024590|ENSMUSG00000024590.9|ENSMUSP00000025486|ENSMUSP00000025486.9,1.0963757911653615
ENSMUSG00000026542|ENSMUSG00000026542.7|ENSMUSP00000027824|ENSMUSP00000027824.6,1.1439542467217487
ENSMUSG00000024213|ENSMUSG00000024213.15|ENSMUSP00000025050|ENSMUSP00000025050.6,1.308687069790313
ENSMUSG00000092558|ENSMUSG00000092558.4|ENSMUSP00000024778|ENSMUSP00000024778.3,1.2762708227011808
ENSMUSG00000024962|ENSMUSG00000024962.14|ENSMUSP00000025914|ENSMUSP00000025914.7,1.1511944831101137
ENSMUSG00000024098|ENSMUSG00000024098.7|ENSMUSP00000024906|ENSMUSP00000024906.5,1.322807535366232
ENSMUSG00000026399|ENSMUSG00000026399.13|ENSMUSP00000027650|ENSMUSP00000027650.7,1.005564357153406
ENSMUSG00000026219|ENSMUSG00000026219.15|ENSMUSP00000027421|ENSMUSP00000027421.7,0.971962470419646
ENSMUSG00000006576|ENSMUSG00000006576.17|ENSMUSP00000027415|ENSMUSP00000027415.6,0.9994814006126205
ENSMUSG00000025329|ENSMUSG00000025329.4|ENSMUSP00000026378|ENSMUSP00000026378.4,1.164184208101556
ENSMUSG00000021752|ENSMUSG00000021752.15|ENSMUSP00000022272|ENSMUSP00000022272.7,1.1182060093098447
ENSMUSG00000022456|ENSMUSG00000022456.19|ENSMUSP00000023095|ENSMUSP00000023095.7,1.2309284941559067
ENSMUSG00000025134|ENSMUSG00000025134.3|ENSMUSP00000026125|ENSMUSP00000026125.3,1.0647618443377995
ENSMUSG00000025766|ENSMUSG00000025766.15|ENSMUSP00000026868|ENSMUSP00000026868.8,1.4037570585749404
ENSMUSG00000022680|ENSMUSG00000022680.15|ENSMUSP00000023361|ENSMUSP00000023361.6,0.9758292511201202
ENSMUSG00000025900|ENSMUSG00000025900.14|ENSMUSP00000027032|ENSMUSP00000027032.5,1.0392330104774299
ENSMUSG00000016018|ENSMUSG00000016018.5|ENSMUSP00000022281|ENSMUSP00000022281.4,1.0461916604432808
ENSMUSG00000022820|ENSMUSG00000022820.5|ENSMUSP00000023514|ENSMUSP00000023514.4,1.128317840920236
ENSMUSG00000021178|ENSMUSG00000021178.10|ENSMUSP00000021595|ENSMUSP00000021595.9,1.0242561707892914
ENSMUSG00000021587|ENSMUSG00000021587.6|ENSMUSP00000022075|ENSMUSP00000022075.5,1.0766321129274388
ENSMUSG00000026572|ENSMUSG00000026572.12|ENSMUSP00000027859|ENSMUSP00000027859.6,1.0356163865572259
ENSMUSG00000052146|ENSMUSG00000052146.17|ENSMUSP00000025052|ENSMUSP00000025052.7,1.2108622977973078
ENSMUSG00000023118|ENSMUSG00000023118.16|ENSMUSP00000023882|ENSMUSP00000023882.8,1.1393825526157442
ENSMUSG00000024334|ENSMUSG00000024334.10|ENSMUSP00000025192|ENSMUSP00000025192.8,1.1794443613926395
ENSMUSG00000025410|ENSMUSG00000025410.11|ENSMUSP00000026479|ENSMUSP00000026479.10,1.0946909057635286
ENSMUSG00000021645|ENSMUSG00000021645.17|ENSMUSP00000022147|ENSMUSP00000022147.9,1.061870067902988
ENSMUSG00000021365|ENSMUSG00000021365.16|ENSMUSP00000021794|ENSMUSP00000021794.7,1.0392105446070012
ENSMUSG00000022967|ENSMUSG00000022967.14|ENSMUSP00000023689|ENSMUSP00000023689.5,1.0115600104949176
ENSMUSG00000024425|ENSMUSG00000024425.5|ENSMUSP00000025293|ENSMUSP00000025293.4,1.0888226827647702
ENSMUSG00000021928|ENSMUSG00000021928.10|ENSMUSP00000022494|ENSMUSP00000022494.9,1.1233892950544542
ENSMUSG00000025396|ENSMUSG00000025396.8|ENSMUSP00000026462|ENSMUSP00000026462.7,1.0417959503783822
ENSMUSG00000022371|ENSMUSG00000022371.18|ENSMUSP00000023053|ENSMUSP00000023053.6,0.9822943599440899
ENSMUSG00000022722|ENSMUSG00000022722.19|ENSMUSP00000023405|ENSMUSP00000023405.10,1.1324336662203682
ENSMUSG00000026336|ENSMUSG00000026336.14|ENSMUSP00000027575|ENSMUSP00000027575.7,1.096600761834169
ENSMUSG00000025997|ENSMUSG00000025997.14|ENSMUSP00000027146|ENSMUSP00000027146.3,1.103274898500975
ENSMUSG00000023068|ENSMUSG00000023068.17|ENSMUSP00000023830|ENSMUSP00000023830.9,1.0224798007330387
ENSMUSG00000026712|ENSMUSG00000026712.4|ENSMUSP00000028045|ENSMUSP00000028045.3,1.065409770977948
ENSMUSG00000026568|ENSMUSG00000026568.7|ENSMUSP00000027853|ENSMUSP00000027853.6,1.1465711651208954
ENSMUSG00000024770|ENSMUSG00000024770.15|ENSMUSP00000025682|ENSMUSP00000025682.6,1.1280663066243266
ENSMUSG00000022105|ENSMUSG00000022105.7|ENSMUSP00000022701|ENSMUSP00000022701.7,1.0146753605332943
ENSMUSG00000026849|ENSMUSG00000026849.19|ENSMUSP00000028200|ENSMUSP00000028200.9,1.2667354816956293
ENSMUSG00000056018|ENSMUSG00000056018.15|ENSMUSP00000026912|ENSMUSP00000026912.7,1.2193832930732629
ENSMUSG00000023015|ENSMUSG00000023015.15|ENSMUSP00000023756|ENSMUSP00000023756.6,1.0459917491381976
ENSMUSG00000026833|ENSMUSG00000026833.19|ENSMUSP00000028177|ENSMUSP00000028177.5,1.1939965002622934
ENSMUSG00000026688|ENSMUSG00000026688.6|ENSMUSP00000028005|ENSMUSP00000028005.3,1.2080789094820126
ENSMUSG00000023939|ENSMUSG00000023939.8|ENSMUSP00000024734|ENSMUSP00000024734.8,1.2648146046356052
ENSMUSG00000025051|ENSMUSG00000025051.2|ENSMUSP00000026029|ENSMUSP00000026029.2,1.1415714734417872
ENSMUSG00000025945|ENSMUSG00000025945.12|ENSMUSP00000027082|ENSMUSP00000027082.5,1.644547634340617
ENSMUSG00000022422|ENSMUSG00000022422.14|ENSMUSP00000023059|ENSMUSP00000023059.7,1.0702770247537698
ENSMUSG00000021408|ENSMUSG00000021408.16|ENSMUSP00000021844|ENSMUSP00000021844.9,1.0747536131151307
ENSMUSG00000025487|ENSMUSG00000025487.16|ENSMUSP00000026560|ENSMUSP00000026560.8,1.1328726600952617
ENSMUSG00000024480|ENSMUSG00000024480.10|ENSMUSP00000025357|ENSMUSP00000025357.8,1.1110995638258139
ENSMUSG00000055013|ENSMUSG00000055013.17|ENSMUSP00000027521|ENSMUSP00000027521.9,1.0864191532618392
ENSMUSG00000026239|ENSMUSG00000026239.15|ENSMUSP00000027444|ENSMUSP00000027444.9,1.2264499091472159
ENSMUSG00000025787|ENSMUSG00000025787.7|ENSMUSP00000026893|ENSMUSP00000026893.5,1.1229453172465025
ENSMUSG00000021056|ENSMUSG00000021056.9|ENSMUSP00000021453|ENSMUSP00000021453.5,1.0251353931441978
ENSMUSG00000025925|ENSMUSG00000025925.15|ENSMUSP00000027057|ENSMUSP00000027057.8,1.0400160483038452
ENSMUSG00000024007|ENSMUSG00000024007.16|ENSMUSP00000024802|ENSMUSP00000024802.9,1.2875352486831826
ENSMUSG00000023031|ENSMUSG00000023031.9|ENSMUSP00000023775|ENSMUSP00000023775.8,1.2974116870106311
ENSMUSG00000021838|ENSMUSG00000021838.18|ENSMUSP00000022386|ENSMUSP00000022386.9,1.0072354164987851
ENSMUSG00000020870|ENSMUSG00000020870.8|ENSMUSP00000021240|ENSMUSP00000021240.7,1.3841665986974288
ENSMUSG00000026204|ENSMUSG00000026204.16|ENSMUSP00000027404|ENSMUSP00000027404.6,0.9767571512103123
ENSMUSG00000025792|ENSMUSG00000025792.10|ENSMUSP00000026899|ENSMUSP00000026899.4,1.1601854754166532
ENSMUSG00000042323|ENSMUSG00000042323.18|ENSMUSP00000022471|ENSMUSP00000022471.6,1.0492164937181407
ENSMUSG00000025260|ENSMUSG00000025260.11|ENSMUSP00000026289|ENSMUSP00000026289.4,0.9941895697488524
ENSMUSG00000025612|ENSMUSG00000025612.6|ENSMUSP00000026703|ENSMUSP00000026703.6,1.0052210486170619
ENSMUSG00000025731|ENSMUSG00000025731.17|ENSMUSP00000026827|ENSMUSP00000026827.9,1.2178608480429065
ENSMUSG00000025437|ENSMUSG00000025437.16|ENSMUSP00000026507|ENSMUSP00000026507.8,1.0276561859099513
ENSMUSG00000026429|ENSMUSG00000026429.10|ENSMUSP00000027687|ENSMUSP00000027687.8,1.1468051385673879
ENSMUSG00000025854|ENSMUSG00000025854.16|ENSMUSP00000026972|ENSMUSP00000026972.8,1.1068022321004578
ENSMUSG00000025980|ENSMUSG00000025980.15|ENSMUSP00000027123|ENSMUSP00000027123.9,1.0720802784593153
ENSMUSG00000026775|ENSMUSG00000026775.10|ENSMUSP00000028117|ENSMUSP00000028117.4,1.0772967378961908
ENSMUSG00000023993|ENSMUSG00000023993.8|ENSMUSP00000024792|ENSMUSP00000024792.8,1.0123347098965934
ENSMUSG00000021913|ENSMUSG00000021913.9|ENSMUSP00000022480|ENSMUSP00000022480.8,1.158175597771576
ENSMUSG00000024140|ENSMUSG00000024140.11|ENSMUSP00000024954|ENSMUSP00000024954.10,1.136195697571688
ENSMUSG00000025651|ENSMUSG00000025651.15|ENSMUSP00000026743|ENSMUSP00000026743.9,1.0637077231693761
ENSMUSG00000025474|ENSMUSG00000025474.10|ENSMUSP00000026547|ENSMUSP00000026547.8,1.080557818247704
ENSMUSG00000021686|ENSMUSG00000021686.7|ENSMUSP00000022196|ENSMUSP00000022196.4,0.9793544885372191
ENSMUSG00000021062|ENSMUSG00000021062.16|ENSMUSP00000021459|ENSMUSP00000021459.8,1.2180823411649426
ENSMUSG00000022529|ENSMUSG00000022529.12|ENSMUSP00000023176|ENSMUSP00000023176.5,1.0282914014589863
ENSMUSG00000024440|ENSMUSG00000024440.14|ENSMUSP00000025311|ENSMUSP00000025311.6,0.9438966917020768
ENSMUSG00000025722|ENSMUSG00000025722.17|ENSMUSP00000026816|ENSMUSP00000026816.9,0.998951926890177
ENSMUSG00000024410|ENSMUSG00000024410.16|ENSMUSP00000025276|ENSMUSP00000025276.9,1.0474269137429084
ENSMUSG00000021945|ENSMUSG00000021945.10|ENSMUSP00000022511|ENSMUSP00000022511.9,1.0788287964737764
ENSMUSG00000024319|ENSMUSG00000024319.19|ENSMUSP00000025178|ENSMUSP00000025178.10,1.0871190013668994
ENSMUSG00000025500|ENSMUSG00000025500.13|ENSMUSP00000026573|ENSMUSP00000026573.6,1.0101644594598167
ENSMUSG00000026870|ENSMUSG00000026870.21|ENSMUSP00000144258|ENSMUSP00000144258.2,1.2224042734308445
