ENSMUSG00000024811|ENSMUSG00000024811.13|ENSMUSP00000159823|ENSMUSP00000159823.1,0.7284687777401223
ENSMUSG00000033577|ENSMUSG00000033577.19|ENSMUSP00000139019|ENSMUSP00000139019.2,0.7448113463414849
ENSMUSG00000031320|ENSMUSG00000031320.10|ENSMUSP00000033683|ENSMUSP00000033683.8,0.7706469430750403
ENSMUSG00000036602|ENSMUSG00000036602.15|ENSMUSP00000152017|ENSMUSP00000152017.2,0.7184365640193783
ENSMUSG00000034557|ENSMUSG00000034557.15|ENSMUSP00000102268|ENSMUSP00000102268.2,0.6909954928377294
ENSMUSG00000028753|ENSMUSG00000028753.13|ENSMUSP00000030533|ENSMUSP00000030533.6,0.6455919266511102
ENSMUSG00000030286|ENSMUSG00000030286.7|ENSMUSP00000032425|ENSMUSP00000032425.6,0.7645768166321244
ENSMUSG00000030839|ENSMUSG00000030839.13|ENSMUSP00000033127|ENSMUSP00000033127.5,0.7192341176746374
ENSMUSG00000090132|ENSMUSG00000090132.4|ENSMUSP00000159566|ENSMUSP00000159566.1,0.7863520918929118
ENSMUSG00000028777|ENSMUSG00000028777.9|ENSMUSP00000030561|ENSMUSP00000030561.8,0.7979489978295363
ENSMUSG00000033703|ENSMUSG00000033703.10|ENSMUSP00000039271|ENSMUSP00000039271.7,0.665158450758293
ENSMUSG00000028455|ENSMUSG00000028455.16|ENSMUSP00000030169|ENSMUSP00000030169.9,0.7052565712113628
ENSMUSG00000039254|ENSMUSG00000039254.17|ENSMUSP00000038722|ENSMUSP00000038722.10,0.6878891954109206
ENSMUSG00000042606|ENSMUSG00000042606.10|ENSMUSP00000035535|ENSMUSP00000035535.4,0.6803789883773068
ENSMUSG00000034201|ENSMUSG00000034201.14|ENSMUSP00000050275|ENSMUSP00000050275.7,0.6475733194133219
ENSMUSG00000029712|ENSMUSG00000029712.15|ENSMUSP00000119356|ENSMUSP00000119356.2,0.6877689640931888
ENSMUSG00000034487|ENSMUSG00000034487.5|ENSMUSP00000039313|ENSMUSP00000039313.4,0.717769196514533
ENSMUSG00000031452|ENSMUSG00000031452.16|ENSMUSP00000120739|ENSMUSP00000120739.3,0.7906477992879171
ENSMUSG00000031239|ENSMUSG00000031239.6|ENSMUSP00000033591|ENSMUSP00000033591.6,0.7745485793823125
ENSMUSG00000031862|ENSMUSG00000031862.12|ENSMUSP00000034326|ENSMUSP00000034326.7,0.6743863542212828
ENSMUSG00000022773|ENSMUSG00000022773.20|ENSMUSP00000158907|ENSMUSP00000158907.2,0.8860463866488797
ENSMUSG00000030491|ENSMUSG00000030491.17|ENSMUSP00000141796|ENSMUSP00000141796.3,0.7235069510713502
ENSMUSG00000042428|ENSMUSG00000042428.7|ENSMUSP00000043077|ENSMUSP00000043077.7,0.6511358607235882
ENSMUSG00000029545|ENSMUSG00000029545.14|ENSMUSP00000031524|ENSMUSP00000031524.8,0.6284426863124832
ENSMUSG00000031384|ENSMUSG00000031384.3|ENSMUSP00000033756|ENSMUSP00000033756.3,0.7506495065395843
ENSMUSG00000028369|ENSMUSG00000028369.16|ENSMUSP00000045856|ENSMUSP00000045856.9,0.7422969177254333
ENSMUSG00000034435|ENSMUSG00000034435.7|ENSMUSP00000037476|ENSMUSP00000037476.6,0.8320378385329807
ENSMUSG00000041974|ENSMUSG00000041974.11|ENSMUSP00000038820|ENSMUSP00000038820.8,0.6865429001421196
ENSMUSG00000036211|ENSMUSG00000036211.5|ENSMUSP00000037304|ENSMUSP00000037304.3,0.8044529834920937
ENSMUSG00000028758|ENSMUSG00000028758.13|ENSMUSP00000030539|ENSMUSP00000030539.4,0.6381767540082206
ENSMUSG00000036002|ENSMUSG00000036002.13|ENSMUSP00000038177|ENSMUSP00000038177.6,0.6513883797469886
ENSMUSG00000034781|ENSMUSG00000034781.6|ENSMUSP00000043190|ENSMUSP00000043190.6,0.6925445660568175
ENSMUSG00000040373|ENSMUSG00000040373.13|ENSMUSP00000047888|ENSMUSP00000047888.3,0.6611898644922778
ENSMUSG00000005813|ENSMUSG00000005813.13|ENSMUSP00000029804|ENSMUSP00000029804.9,0.7490493505641176
ENSMUSG00000103243|ENSMUSG00000103243.2|ENSMUSP00000029524|ENSMUSP00000029524.4,0.9475093191704558
ENSMUSG00000029209|ENSMUSG00000029209.16|ENSMUSP00000031117|ENSMUSP00000031117.7,0.7420429561809206
ENSMUSG00000036737|ENSMUSG00000036737.13|ENSMUSP00000042155|ENSMUSP00000042155.5,0.6930227519911111
ENSMUSG00000031326|ENSMUSG00000031326.3|ENSMUSP00000033689|ENSMUSP00000033689.3,0.7460250718732165
ENSMUSG00000030031|ENSMUSG00000030031.15|ENSMUSP00000032107|ENSMUSP00000032107.8,0.7279162886013243
ENSMUSG00000030789|ENSMUSG00000030789.10|ENSMUSP00000033053|ENSMUSP00000033053.7,0.6871086831679517
ENSMUSG00000005640|ENSMUSG00000005640.13|ENSMUSP00000029711|ENSMUSP00000029711.3,0.6837143840557363
ENSMUSG00000063260|ENSMUSG00000063260.3|ENSMUSP00000029441|ENSMUSP00000029441.4,0.7196703077167081
ENSMUSG00000031073|ENSMUSG00000031073.7|ENSMUSP00000033389|ENSMUSP00000033389.6,0.7296377823277014
ENSMUSG00000030167|ENSMUSG00000030167.16|ENSMUSP00000032270|ENSMUSP00000032270.7,0.7875362223846448
ENSMUSG00000034126|ENSMUSG00000034126.6|ENSMUSP00000035260|ENSMUSP00000035260.5,0.7019191318819997
ENSMUSG00000033774|ENSMUSG00000033774.5|ENSMUSP00000046233|ENSMUSP00000046233.5,0.6358963711013735
ENSMUSG00000030717|ENSMUSG00000030717.10|ENSMUSP00000032961|ENSMUSP00000032961.4,1.0868240634368425
ENSMUSG00000033467|ENSMUSG00000033467.13|ENSMUSP00000036326|ENSMUSP00000036326.8,0.650996161110142
ENSMUSG00000042631|ENSMUSG00000042631.8|ENSMUSP00000049346|ENSMUSP00000049346.7,0.6122010220626768
ENSMUSG00000030990|ENSMUSG00000030990.19|ENSMUSP00000033292|ENSMUSP00000033292.8,0.7004358933527584
ENSMUSG00000072620|ENSMUSG00000072620.4|ENSMUSP00000035562|ENSMUSP00000035562.8,0.7349269701720864
ENSMUSG00000034334|ENSMUSG00000034334.9|ENSMUSP00000045024|ENSMUSP00000045024.8,0.7551085646614285
ENSMUSG00000060206|ENSMUSG00000060206.12|ENSMUSP00000095677|ENSMUSP00000095677.4,0.7235481870230723
ENSMUSG00000037318|ENSMUSG00000037318.11|ENSMUSP00000040977|ENSMUSP00000040977.5,0.6855975828765744
ENSMUSG00000031491|ENSMUSG00000031491.11|ENSMUSP00000033882|ENSMUSP00000033882.9,0.7141607858540374
ENSMUSG00000031880|ENSMUSG00000031880.8|ENSMUSP00000034351|ENSMUSP00000034351.7,0.7409057514434799
ENSMUSG00000028550|ENSMUSG00000028550.16|ENSMUSP00000030279|ENSMUSP00000030279.9,0.7292956540780287
ENSMUSG00000031349|ENSMUSG00000031349.5|ENSMUSP00000033715|ENSMUSP00000033715.5,0.706879317253447
ENSMUSG00000030655|ENSMUSG00000030655.16|ENSMUSP00000032891|ENSMUSP00000032891.9,0.7112001130888423
ENSMUSG00000032010|ENSMUSG00000032010.16|ENSMUSP00000034508|ENSMUSP00000034508.8,0.69345466592
ENSMUSG00000031355|ENSMUSG00000031355.17|ENSMUSP00000033721|ENSMUSP00000033721.7,0.7313745995170811
ENSMUSG00000028451|ENSMUSG00000028451.13|ENSMUSP00000030163|ENSMUSP00000030163.6,0.6792530936945077
ENSMUSG00000038524|ENSMUSG00000038524.14|ENSMUSP00000047878|ENSMUSP00000047878.8,0.71334912021006
ENSMUSG00000033722|ENSMUSG00000033722.10|ENSMUSP00000139623|ENSMUSP00000139623.2,0.6953655558896777
ENSMUSG00000037570|ENSMUSG00000037570.17|ENSMUSP00000043901|ENSMUSP00000043901.10,0.6267709565821947
ENSMUSG00000004952|ENSMUSG00000004952.14|ENSMUSP00000037869|ENSMUSP00000037869.8,0.6531911101703832
ENSMUSG00000027947|ENSMUSG00000027947.12|ENSMUSP00000029559|ENSMUSP00000029559.7,0.6982739025673481
ENSMUSG00000028945|ENSMUSG00000028945.10|ENSMUSP00000030787|ENSMUSP00000030787.9,0.8199202546597384
ENSMUSG00000028792|ENSMUSG00000028792.15|ENSMUSP00000030583|ENSMUSP00000030583.7,0.7659885190315199
ENSMUSG00000031482|ENSMUSG00000031482.10|ENSMUSP00000033871|ENSMUSP00000033871.7,0.711323727733165
ENSMUSG00000032080|ENSMUSG00000032080.7|ENSMUSP00000034585|ENSMUSP00000034585.7,0.6265452447550225
ENSMUSG00000024451|ENSMUSG00000024451.10|ENSMUSP00000035662|ENSMUSP00000035662.8,0.7121760151511626
ENSMUSG00000029097|ENSMUSG00000029097.12|ENSMUSP00000030980|ENSMUSP00000030980.8,0.6998618566426603
ENSMUSG00000039337|ENSMUSG00000039337.4|ENSMUSP00000037027|ENSMUSP00000037027.4,0.7841953906344301
ENSMUSG00000040731|ENSMUSG00000040731.14|ENSMUSP00000143910|ENSMUSP00000143910.2,0.7554266221610358
ENSMUSG00000030314|ENSMUSG00000030314.17|ENSMUSP00000133215|ENSMUSP00000133215.4,0.6865299636809145
ENSMUSG00000031021|ENSMUSG00000031021.14|ENSMUSP00000033333|ENSMUSP00000033333.7,0.8283555902394334
ENSMUSG00000040112|ENSMUSG00000040112.10|ENSMUSP00000048348|ENSMUSP00000048348.8,0.7737681486121257
ENSMUSG00000030168|ENSMUSG00000030168.14|ENSMUSP00000032272|ENSMUSP00000032272.7,0.7347750581660186
ENSMUSG00000022498|ENSMUSG00000022498.17|ENSMUSP00000041113|ENSMUSP00000041113.8,0.7206311448121631
ENSMUSG00000030822|ENSMUSG00000030822.16|ENSMUSP00000033095|ENSMUSP00000033095.9,0.7075005400715785
ENSMUSG00000040287|ENSMUSG00000040287.10|ENSMUSP00000048148|ENSMUSP00000048148.3,0.7349467716421566
ENSMUSG00000061601|ENSMUSG00000061601.16|ENSMUSP00000030691|ENSMUSP00000030691.10,0.7353134079466835
ENSMUSG00000071711|ENSMUSG00000071711.13|ENSMUSP00000043061|ENSMUSP00000043061.7,0.6747601708535469
ENSMUSG00000028031|ENSMUSG00000028031.7|ENSMUSP00000029665|ENSMUSP00000029665.6,0.778487940323118
ENSMUSG00000030166|ENSMUSG00000030166.15|ENSMUSP00000125502|ENSMUSP00000125502.2,0.7385449945711223
ENSMUSG00000041540|ENSMUSG00000041540.17|ENSMUSP00000047567|ENSMUSP00000047567.8,0.7085667088380748
ENSMUSG00000030986|ENSMUSG00000030986.14|ENSMUSP00000033290|ENSMUSP00000033290.7,0.719606637272941
ENSMUSG00000032382|ENSMUSG00000032382.15|ENSMUSP00000034946|ENSMUSP00000034946.9,0.7267077145996792
ENSMUSG00000040629|ENSMUSG00000040629.9|ENSMUSP00000045828|ENSMUSP00000045828.4,0.715214686163999
ENSMUSG00000028221|ENSMUSG00000028221.4|ENSMUSP00000029875|ENSMUSP00000029875.4,0.7372724276863202
ENSMUSG00000038717|ENSMUSG00000038717.10|ENSMUSP00000047960|ENSMUSP00000047960.8,0.9232458887790892
ENSMUSG00000029090|ENSMUSG00000029090.13|ENSMUSP00000030971|ENSMUSP00000030971.6,0.7338391862282991
ENSMUSG00000034673|ENSMUSG00000034673.15|ENSMUSP00000040464|ENSMUSP00000040464.7,0.6782190905697641
ENSMUSG00000031618|ENSMUSG00000031618.14|ENSMUSP00000034031|ENSMUSP00000034031.6,0.7425794811494568
ENSMUSG00000028640|ENSMUSG00000028640.12|ENSMUSP00000096657|ENSMUSP00000096657.4,0.685455469615753
ENSMUSG00000031490|ENSMUSG00000031490.7|ENSMUSP00000033880|ENSMUSP00000033880.6,0.8799865155800323
ENSMUSG00000043131|ENSMUSG00000043131.15|ENSMUSP00000054452|ENSMUSP00000054452.5,0.8004453935413208
ENSMUSG00000033837|ENSMUSG00000033837.6|ENSMUSP00000036591|ENSMUSP00000036591.5,0.6787952487030106
ENSMUSG00000034263|ENSMUSG00000034263.14|ENSMUSP00000049284|ENSMUSP00000049284.6,0.7458572657799315
ENSMUSG00000035109|ENSMUSG00000035109.15|ENSMUSP00000043146|ENSMUSP00000043146.8,0.7463181736791351
ENSMUSG00000029190|ENSMUSG00000029190.20|ENSMUSP00000031091|ENSMUSP00000031091.10,0.7172458118365861
ENSMUSG00000034570|ENSMUSG00000034570.13|ENSMUSP00000046625|ENSMUSP00000046625.6,0.709135368996367
ENSMUSG00000040121|ENSMUSG00000040121.6|ENSMUSP00000037503|ENSMUSP00000037503.5,0.7121990599140829
ENSMUSG00000041735|ENSMUSG00000041735.9|ENSMUSP00000045343|ENSMUSP00000045343.8,0.7737973038355025
ENSMUSG00000040269|ENSMUSG00000040269.6|ENSMUSP00000038305|ENSMUSP00000038305.6,0.7903015839297258
ENSMUSG00000037942|ENSMUSG00000037942.6|ENSMUSP00000044665|ENSMUSP00000044665.4,0.7585285278038456
ENSMUSG00000031754|ENSMUSG00000031754.11|ENSMUSP00000034204|ENSMUSP00000034204.10,0.7709526533862476
ENSMUSG00000027363|ENSMUSG00000027363.16|ENSMUSP00000106046|ENSMUSP00000106046.3,0.7377415908910342
ENSMUSG00000005069|ENSMUSG00000005069.13|ENSMUSP00000049132|ENSMUSP00000049132.6,0.6643032152683481
ENSMUSG00000032596|ENSMUSG00000032596.15|ENSMUSP00000035216|ENSMUSP00000035216.5,0.687915086441495
ENSMUSG00000031026|ENSMUSG00000031026.16|ENSMUSP00000102352|ENSMUSP00000102352.3,0.6863396545599972
ENSMUSG00000030411|ENSMUSG00000030411.17|ENSMUSP00000032571|ENSMUSP00000032571.10,0.6612275403061721
ENSMUSG00000032238|ENSMUSG00000032238.18|ENSMUSP00000034766|ENSMUSP00000034766.7,0.7215153841412585
ENSMUSG00000028282|ENSMUSG00000028282.13|ENSMUSP00000029950|ENSMUSP00000029950.4,0.6505150709636135
ENSMUSG00000028484|ENSMUSG00000028484.17|ENSMUSP00000030207|ENSMUSP00000030207.9,0.7023958773468074
ENSMUSG00000038486|ENSMUSG00000038486.10|ENSMUSP00000037576|ENSMUSP00000037576.9,0.6842888340707062
ENSMUSG00000030924|ENSMUSG00000030924.17|ENSMUSP00000102130|ENSMUSP00000102130.2,0.6991094019977622
ENSMUSG00000041684|ENSMUSG00000041684.12|ENSMUSP00000041964|ENSMUSP00000041964.2,0.7315452004469006
ENSMUSG00000034799|ENSMUSG00000034799.17|ENSMUSP00000135189|ENSMUSP00000135189.2,0.6153154379448365
ENSMUSG00000042737|ENSMUSG00000042737.10|ENSMUSP00000040860|ENSMUSP00000040860.2,1.0275136297299488
ENSMUSG00000025597|ENSMUSG00000025597.14|ENSMUSP00000038080|ENSMUSP00000038080.6,0.6666815414317377
ENSMUSG00000042520|ENSMUSG00000042520.17|ENSMUSP00000066138|ENSMUSP00000066138.9,0.7184518183844444
ENSMUSG00000038760|ENSMUSG00000038760.15|ENSMUSP00000036320|ENSMUSP00000036320.7,0.79392597487556
ENSMUSG00000028461|ENSMUSG00000028461.13|ENSMUSP00000103555|ENSMUSP00000103555.3,0.7510568525568352
ENSMUSG00000031791|ENSMUSG00000031791.9|ENSMUSP00000034244|ENSMUSP00000034244.8,0.7360345434127631
ENSMUSG00000027329|ENSMUSG00000027329.10|ENSMUSP00000028801|ENSMUSP00000028801.2,0.7366331099210043
ENSMUSG00000041733|ENSMUSG00000041733.11|ENSMUSP00000048001|ENSMUSP00000048001.5,0.7427793381162081
ENSMUSG00000027510|ENSMUSG00000027510.18|ENSMUSP00000029014|ENSMUSP00000029014.10,0.6817582597300423
ENSMUSG00000035914|ENSMUSG00000035914.12|ENSMUSP00000042681|ENSMUSP00000042681.5,0.6804088102779142
ENSMUSG00000054385|ENSMUSG00000054385.15|ENSMUSP00000048118|ENSMUSP00000048118.9,0.7185457927381674
ENSMUSG00000011877|ENSMUSG00000011877.14|ENSMUSP00000037210|ENSMUSP00000037210.4,0.6393078993402276
ENSMUSG00000038121|ENSMUSG00000038121.7|ENSMUSP00000045927|ENSMUSP00000045927.7,0.7597097485247992
ENSMUSG00000030091|ENSMUSG00000030091.18|ENSMUSP00000032179|ENSMUSP00000032179.8,0.6713869030071662
ENSMUSG00000028813|ENSMUSG00000028813.3|ENSMUSP00000030614|ENSMUSP00000030614.3,0.6415710139124713
ENSMUSG00000033383|ENSMUSG00000033383.7|ENSMUSP00000043416|ENSMUSP00000043416.7,0.6612521987216924
ENSMUSG00000035804|ENSMUSG00000035804.6|ENSMUSP00000049095|ENSMUSP00000049095.5,0.9267383258884927
ENSMUSG00000040013|ENSMUSG00000040013.12|ENSMUSP00000043193|ENSMUSP00000043193.8,0.7860838620501197
ENSMUSG00000028522|ENSMUSG00000028522.17|ENSMUSP00000095558|ENSMUSP00000095558.4,0.6680064278140385
ENSMUSG00000030160|ENSMUSG00000030160.8|ENSMUSP00000032263|ENSMUSP00000032263.6,0.7742772372660142
ENSMUSG00000027598|ENSMUSG00000027598.17|ENSMUSP00000029126|ENSMUSP00000029126.9,0.7029453875088343
ENSMUSG00000052012|ENSMUSG00000052012.7|ENSMUSP00000040207|ENSMUSP00000040207.5,0.7584773767306869
ENSMUSG00000040213|ENSMUSG00000040213.14|ENSMUSP00000101825|ENSMUSP00000101825.2,0.7483819035397865
ENSMUSG00000031808|ENSMUSG00000031808.8|ENSMUSP00000034267|ENSMUSP00000034267.5,0.6215642277649034
ENSMUSG00000034973|ENSMUSG00000034973.17|ENSMUSP00000034987|ENSMUSP00000034987.9,0.7183116541927196
ENSMUSG00000028015|ENSMUSG00000028015.4|ENSMUSP00000029649|ENSMUSP00000029649.3,0.7180568537587378
ENSMUSG00000028645|ENSMUSG00000028645.12|ENSMUSP00000030398|ENSMUSP00000030398.4,0.6729661821852525
ENSMUSG00000032860|ENSMUSG00000032860.6|ENSMUSP00000036765|ENSMUSP00000036765.4,0.6933506913489782
ENSMUSG00000033379|ENSMUSG00000033379.14|ENSMUSP00000047682|ENSMUSP00000047682.8,0.7596542386848739
ENSMUSG00000027628|ENSMUSG00000027628.11|ENSMUSP00000029158|ENSMUSP00000029158.4,0.7367661471937207
ENSMUSG00000032998|ENSMUSG00000032998.17|ENSMUSP00000035746|ENSMUSP00000035746.9,0.7237201676643518
ENSMUSG00000027706|ENSMUSG00000027706.9|ENSMUSP00000029256|ENSMUSP00000029256.8,0.7126952619273007
ENSMUSG00000039771|ENSMUSG00000039771.14|ENSMUSP00000038505|ENSMUSP00000038505.8,1.006581751830035
ENSMUSG00000036169|ENSMUSG00000036169.7|ENSMUSP00000040230|ENSMUSP00000040230.6,0.7648591292602442
ENSMUSG00000038071|ENSMUSG00000038071.4|ENSMUSP00000040797|ENSMUSP00000040797.4,0.759093758017637
ENSMUSG00000028879|ENSMUSG00000028879.5|ENSMUSP00000030698|ENSMUSP00000030698.5,0.7509851773693474
ENSMUSG00000030342|ENSMUSG00000030342.9|ENSMUSP00000032492|ENSMUSP00000032492.9,0.7418763988370657
ENSMUSG00000039759|ENSMUSG00000039759.11|ENSMUSP00000035240|ENSMUSP00000035240.2,0.7802692356350626
ENSMUSG00000029101|ENSMUSG00000029101.17|ENSMUSP00000084970|ENSMUSP00000084970.5,0.7009789896033563
ENSMUSG00000045962|ENSMUSG00000045962.17|ENSMUSP00000086017|ENSMUSP00000086017.7,0.7240910537295492
ENSMUSG00000032769|ENSMUSG00000032769.6|ENSMUSP00000043594|ENSMUSP00000043594.5,0.7250257368151387
ENSMUSG00000042510|ENSMUSG00000042510.8|ENSMUSP00000046172|ENSMUSP00000046172.7,0.666087319536536
ENSMUSG00000026991|ENSMUSG00000026991.21|ENSMUSP00000099815|ENSMUSP00000099815.5,0.7018492267175954
ENSMUSG00000024985|ENSMUSG00000024985.22|ENSMUSP00000107284|ENSMUSP00000107284.4,0.7041631862381627
ENSMUSG00000027217|ENSMUSG00000027217.14|ENSMUSP00000028646|ENSMUSP00000028646.3,0.7843171759678511
ENSMUSG00000032577|ENSMUSG00000032577.17|ENSMUSP00000035194|ENSMUSP00000035194.3,0.691587646327292
ENSMUSG00000038422|ENSMUSG00000038422.3|ENSMUSP00000036337|ENSMUSP00000036337.3,0.726089199138222
ENSMUSG00000033554|ENSMUSG00000033554.18|ENSMUSP00000043730|ENSMUSP00000043730.10,0.7177870014004809
ENSMUSG00000030407|ENSMUSG00000030407.3|ENSMUSP00000032566|ENSMUSP00000032566.2,0.6272726531221343
ENSMUSG00000041700|ENSMUSG00000041700.10|ENSMUSP00000044054|ENSMUSP00000044054.10,0.7782643351646898
ENSMUSG00000029279|ENSMUSG00000029279.16|ENSMUSP00000031215|ENSMUSP00000031215.9,0.7401380863277265
ENSMUSG00000029283|ENSMUSG00000029283.18|ENSMUSP00000031221|ENSMUSP00000031221.6,0.7160841307572949
ENSMUSG00000031488|ENSMUSG00000031488.15|ENSMUSP00000058042|ENSMUSP00000058042.7,0.6766973513925726
ENSMUSG00000027886|ENSMUSG00000027886.8|ENSMUSP00000029485|ENSMUSP00000029485.6,0.7798420687049691
ENSMUSG00000034645|ENSMUSG00000034645.15|ENSMUSP00000152477|ENSMUSP00000152477.2,0.727982021046849
ENSMUSG00000031170|ENSMUSG00000031170.15|ENSMUSP00000033512|ENSMUSP00000033512.5,0.7165899463490562
ENSMUSG00000041548|ENSMUSG00000041548.5|ENSMUSP00000037007|ENSMUSP00000037007.5,0.8069149956703227
ENSMUSG00000039046|ENSMUSG00000039046.16|ENSMUSP00000043178|ENSMUSP00000043178.9,0.7107541241135742
ENSMUSG00000027357|ENSMUSG00000027357.17|ENSMUSP00000028835|ENSMUSP00000028835.7,0.7368141345072112
ENSMUSG00000028191|ENSMUSG00000028191.12|ENSMUSP00000029842|ENSMUSP00000029842.8,0.7774204939414583
ENSMUSG00000027746|ENSMUSG00000027746.14|ENSMUSP00000118478|ENSMUSP00000118478.2,1.0589617770134516
ENSMUSG00000096630|ENSMUSG00000096630.3|ENSMUSP00000032238|ENSMUSP00000032238.4,0.7303005926464381
ENSMUSG00000042541|ENSMUSG00000042541.11|ENSMUSP00000040741|ENSMUSP00000040741.9,1.1957097537281662
ENSMUSG00000031629|ENSMUSG00000031629.15|ENSMUSP00000034045|ENSMUSP00000034045.8,0.6960062210191862
ENSMUSG00000029364|ENSMUSG00000029364.16|ENSMUSP00000107590|ENSMUSP00000107590.2,0.6818548449287203
ENSMUSG00000038175|ENSMUSG00000038175.11|ENSMUSP00000047403|ENSMUSP00000047403.10,0.6147740515066871
ENSMUSG00000038495|ENSMUSG00000038495.15|ENSMUSP00000046413|ENSMUSP00000046413.6,0.7097369163890911
ENSMUSG00000028358|ENSMUSG00000028358.16|ENSMUSP00000103038|ENSMUSP00000103038.2,0.6891938602727438
ENSMUSG00000035559|ENSMUSG00000035559.10|ENSMUSP00000037929|ENSMUSP00000037929.9,0.7415437685251764
ENSMUSG00000029030|ENSMUSG00000029030.15|ENSMUSP00000030896|ENSMUSP00000030896.9,0.7161843485587992
ENSMUSG00000040147|ENSMUSG00000040147.15|ENSMUSP00000040550|ENSMUSP00000040550.7,0.7169584886569436
ENSMUSG00000036095|ENSMUSG00000036095.12|ENSMUSP00000037900|ENSMUSP00000037900.8,0.7103595703578124
ENSMUSG00000037801|ENSMUSG00000037801.14|ENSMUSP00000047953|ENSMUSP00000047953.5,0.7250716142899216
ENSMUSG00000034471|ENSMUSG00000034471.13|ENSMUSP00000041328|ENSMUSP00000041328.5,0.6774898923387308
ENSMUSG00000028556|ENSMUSG00000028556.16|ENSMUSP00000117797|ENSMUSP00000117797.3,0.7452819091700807
ENSMUSG00000030760|ENSMUSG00000030760.15|ENSMUSP00000033020|ENSMUSP00000033020.8,0.7592070864325124
ENSMUSG00000093989|ENSMUSG00000093989.2|ENSMUSP00000048271|ENSMUSP00000048271.4,0.9335019417974628
ENSMUSG00000038366|ENSMUSG00000038366.16|ENSMUSP00000042123|ENSMUSP00000042123.6,0.7240528207958772
ENSMUSG00000036231|ENSMUSG00000036231.6|ENSMUSP00000049212|ENSMUSP00000049212.5,0.8080565322386837
ENSMUSG00000028010|ENSMUSG00000028010.17|ENSMUSP00000029643|ENSMUSP00000029643.9,0.8702996785682262
ENSMUSG00000063273|ENSMUSG00000063273.12|ENSMUSP00000029303|ENSMUSP00000029303.8,0.6849916656574921
ENSMUSG00000040648|ENSMUSG00000040648.16|ENSMUSP00000108466|ENSMUSP00000108466.2,0.7618764953243782
ENSMUSG00000028807|ENSMUSG00000028807.3|ENSMUSP00000030610|ENSMUSP00000030610.3,0.7010696243844322
ENSMUSG00000057596|ENSMUSG00000057596.14|ENSMUSP00000033211|ENSMUSP00000033211.8,0.7760042611622986
ENSMUSG00000027430|ENSMUSG00000027430.13|ENSMUSP00000028917|ENSMUSP00000028917.7,0.8407759548898228
ENSMUSG00000031479|ENSMUSG00000031479.10|ENSMUSP00000033866|ENSMUSP00000033866.9,0.7076159288933974
ENSMUSG00000028322|ENSMUSG00000028322.12|ENSMUSP00000030003|ENSMUSP00000030003.4,0.7171826576997842
ENSMUSG00000028692|ENSMUSG00000028692.15|ENSMUSP00000030455|ENSMUSP00000030455.9,0.7459589990451222
ENSMUSG00000029402|ENSMUSG00000029402.9|ENSMUSP00000031349|ENSMUSP00000031349.9,0.7262673983316109
ENSMUSG00000031972|ENSMUSG00000031972.6|ENSMUSP00000034453|ENSMUSP00000034453.5,0.6583088412983845
ENSMUSG00000029313|ENSMUSG00000029313.19|ENSMUSP00000031256|ENSMUSP00000031256.6,0.7064263456130367
ENSMUSG00000031788|ENSMUSG00000031788.15|ENSMUSP00000034240|ENSMUSP00000034240.8,0.6677328057818377
ENSMUSG00000034653|ENSMUSG00000034653.12|ENSMUSP00000048340|ENSMUSP00000048340.8,0.7143350959354197
ENSMUSG00000038791|ENSMUSG00000038791.15|ENSMUSP00000038872|ENSMUSP00000038872.7,0.8494296468606163
ENSMUSG00000042699|ENSMUSG00000042699.12|ENSMUSP00000038135|ENSMUSP00000038135.6,0.7238999527078419
ENSMUSG00000027978|ENSMUSG00000027978.10|ENSMUSP00000029603|ENSMUSP00000029603.9,0.741853279152718
ENSMUSG00000029246|ENSMUSG00000029246.15|ENSMUSP00000120632|ENSMUSP00000120632.2,0.7136300811457812
ENSMUSG00000027371|ENSMUSG00000027371.11|ENSMUSP00000028848|ENSMUSP00000028848.4,0.7661484961146666
ENSMUSG00000033676|ENSMUSG00000033676.14|ENSMUSP00000082337|ENSMUSP00000082337.6,0.7363932340926506
ENSMUSG00000024965|ENSMUSG00000024965.10|ENSMUSP00000037858|ENSMUSP00000037858.9,0.5914181989720975
ENSMUSG00000039114|ENSMUSG00000039114.17|ENSMUSP00000113721|ENSMUSP00000113721.2,0.8626298259202142
ENSMUSG00000031246|ENSMUSG00000031246.15|ENSMUSP00000033598|ENSMUSP00000033598.9,0.8311935243198904
ENSMUSG00000030263|ENSMUSG00000030263.14|ENSMUSP00000032396|ENSMUSP00000032396.7,0.6587685217078969
ENSMUSG00000041879|ENSMUSG00000041879.14|ENSMUSP00000036093|ENSMUSP00000036093.8,0.7230146662500581
ENSMUSG00000028436|ENSMUSG00000028436.9|ENSMUSP00000030145|ENSMUSP00000030145.9,0.7468228961947158
ENSMUSG00000031129|ENSMUSG00000031129.10|ENSMUSP00000033463|ENSMUSP00000033463.10,0.7077653397006968
ENSMUSG00000054169|ENSMUSG00000054169.8|ENSMUSP00000037036|ENSMUSP00000037036.8,0.7390041288683509
ENSMUSG00000034786|ENSMUSG00000034786.18|ENSMUSP00000045911|ENSMUSP00000045911.9,0.8810458898075277
ENSMUSG00000031652|ENSMUSG00000031652.12|ENSMUSP00000034074|ENSMUSP00000034074.8,0.7325770039798377
